Date,Open,High,Low,Close
2016-12-29,2.6225,2.7873,2.57,2.7858
2016-12-30,2.7837,2.798,2.6575,2.6685
2017-01-03,2.61,2.6593,2.4845,2.5503
2017-01-04,2.585,2.6375,2.5383,2.6098
2017-01-05,2.6133,2.6455,2.5263,2.5435
2017-01-06,2.5713,2.6063,2.53,2.5775
2017-01-09,2.5875,2.7,2.5875,2.682
2017-01-10,2.6953,2.7298,2.6408,2.6618
2017-01-11,2.65,2.655,2.6038,2.629
2017-01-12,2.6058,2.6175,2.5405,2.586
2017-01-13,2.59,2.625,2.5765,2.5858
2017-01-17,2.575,2.58,2.5143,2.5278
2017-01-18,2.506,2.5808,2.4778,2.5738
2017-01-19,2.5768,2.6615,2.5745,2.629
2017-01-20,2.652,2.67,2.578,2.6003
2017-01-23,2.595,2.6475,2.5925,2.6273
2017-01-24,2.6375,2.6895,2.6225,2.6833
2017-01-25,2.7263,2.7325,2.6584,2.6948
2017-01-26,2.6975,2.7488,2.6675,2.7413
2017-01-27,2.7483,2.7973,2.7212,2.7942
2017-01-30,2.773,2.7753,2.6978,2.7505
2017-01-31,2.7238,2.7513,2.705,2.7295
2017-02-01,2.7645,2.853,2.7465,2.8488
2017-02-02,2.8325,2.8935,2.8015,2.8848
2017-02-03,2.8863,2.8975,2.8475,2.8595
2017-02-06,2.85,2.9332,2.85,2.9328
2017-02-07,2.9675,3.023,2.9475,2.9783
2017-02-08,2.96,2.9828,2.9095,2.9653
2017-02-09,2.9715,2.9765,2.89,2.9095
2017-02-10,2.9983,3.0175,2.815,2.8405
2017-02-13,2.8348,2.8495,2.705,2.7095
2017-02-14,2.6997,2.7538,2.6573,2.7195
2017-02-15,2.7225,2.745,2.694,2.725
2017-02-16,2.7348,2.736,2.6415,2.6813
2017-02-17,2.6675,2.6852,2.6198,2.6808
2017-02-21,2.7058,2.7808,2.7055,2.7767
2017-02-22,2.7855,2.795,2.7498,2.769
2017-02-23,2.6375,2.6598,2.492,2.5122
2017-02-24,2.4268,2.55,2.3925,2.5365
2017-02-27,2.555,2.6255,2.539,2.6103
2017-02-28,2.62,2.63,2.5194,2.537
2017-03-01,2.5948,2.6093,2.5278,2.5698
2017-03-02,2.5568,2.571,2.4723,2.475
2017-03-03,2.4642,2.4693,2.4055,2.4608
2017-03-06,2.424,2.4525,2.3793,2.4418
2017-03-07,2.4418,2.4883,2.4288,2.4685
2017-03-08,2.5175,2.5325,2.4618,2.464
2017-03-09,2.4478,2.4863,2.435,2.4635
2017-03-10,2.4903,2.5023,2.4595,2.478
2017-03-13,2.4885,2.5563,2.4878,2.5463
2017-03-14,2.5593,2.5688,2.5118,2.5445
2017-03-15,2.5563,2.5747,2.508,2.5638
2017-03-16,2.5745,2.5958,2.5602,2.5953
2017-03-17,2.613,2.653,2.5953,2.6517
2017-03-20,2.6695,2.7403,2.6532,2.7363
2017-03-21,2.7188,2.749,2.6396,2.6478
2017-03-22,2.6365,2.7065,2.6325,2.7018
2017-03-23,2.6938,2.7139,2.6675,2.6773
2017-03-24,2.7243,2.7323,2.6605,2.6868
2017-03-27,2.6395,2.7101,2.5894,2.7063
2017-03-28,2.7075,2.7223,2.6818,2.6923
2017-03-29,2.6997,2.7123,2.6813,2.6835
2017-03-30,2.6908,2.75,2.685,2.735
2017-03-31,2.7253,2.7473,2.7101,2.7233
2017-04-03,2.7238,2.7413,2.6855,2.7095
2017-04-04,2.585,2.6105,2.5085,2.5195
2017-04-05,2.5004,2.5593,2.4875,2.5008
2017-04-06,2.506,2.5313,2.4603,2.519
2017-04-07,2.5255,2.5433,2.493,2.5083
2017-04-10,2.509,2.5158,2.44,2.4443
2017-04-11,2.4138,2.4725,2.4087,2.453
2017-04-12,2.453,2.4675,2.4275,2.4328
2017-04-13,2.4083,2.4303,2.3872,2.3872
2017-04-17,2.4003,2.481,2.395,2.4808
2017-04-18,2.4663,2.4885,2.44,2.4823
2017-04-19,2.5,2.5245,2.4853,2.492
2017-04-20,2.5068,2.5362,2.4853,2.5315
2017-04-21,2.521,2.5448,2.509,2.542
2017-04-24,2.574,2.587,2.5528,2.5738
2017-04-25,2.5885,2.6333,2.5668,2.6185
2017-04-26,2.6323,2.6348,2.5985,2.6005
2017-04-27,2.608,2.6495,2.5898,2.641
2017-04-28,2.634,2.641,2.6018,2.6075
2017-05-01,2.6185,2.6713,2.6113,2.666
2017-05-02,2.6387,2.6399,2.564,2.587
2017-05-03,2.58,2.616,2.565,2.6063
2017-05-04,2.6125,2.6238,2.5883,2.5962
2017-05-05,2.5845,2.6038,2.5688,2.5965
2017-05-08,2.6085,2.61,2.5578,2.5693
2017-05-09,2.575,2.6233,2.5665,2.5735
2017-05-10,2.8573,3.0455,2.8505,3.0323
2017-05-11,3.0013,3.2608,2.9977,3.1625
2017-05-12,3.1658,3.24,3.1445,3.1973
2017-05-15,3.239,3.3603,3.2345,3.3578
2017-05-16,3.4095,3.436,3.3341,3.4203
2017-05-17,3.3525,3.3715,3.1888,3.193
2017-05-18,3.2375,3.3358,3.1763,3.3268
2017-05-19,3.4256,3.4555,3.3805,3.4
2017-05-22,3.4443,3.487,3.4333,3.4725
2017-05-23,3.4925,3.4947,3.3928,3.4258
2017-05-24,3.524,3.5267,3.452,3.4642
2017-05-25,3.5,3.5008,3.411,3.4565
2017-05-26,3.4483,3.632,3.4278,3.546
2017-05-30,3.5925,3.6573,3.5763,3.6218
2017-05-31,3.6673,3.675,3.5513,3.6088
2017-06-01,3.6248,3.6258,3.563,3.609
2017-06-02,3.606,3.6325,3.585,3.591
2017-06-05,3.5745,3.7133,3.5627,3.7003
2017-06-06,3.6955,3.7423,3.67,3.6835
2017-06-07,3.7083,3.747,3.6925,3.728
2017-06-08,3.8365,4.0,3.7948,3.9985
2017-06-09,4.1185,4.2125,3.5688,3.74
2017-06-12,3.647,3.7925,3.5528,3.7493
2017-06-13,3.86,3.8693,3.6413,3.785
2017-06-14,3.788,3.8515,3.7125,3.793
2017-06-15,3.674,3.84,3.6625,3.8093
2017-06-16,3.819,3.8675,3.756,3.7905
2017-06-19,3.8353,3.9383,3.8315,3.933
2017-06-20,3.9758,4.0435,3.923,3.9273
2017-06-21,3.9553,3.9905,3.8925,3.9868
2017-06-22,3.995,4.0085,3.935,3.9593
2017-06-23,3.967,3.983,3.8305,3.8458
2017-06-26,3.879,3.915,3.7083,3.8038
2017-06-27,3.786,3.7948,3.6587,3.6645
2017-06-28,3.733,3.7985,3.6438,3.7938
2017-06-29,3.765,3.768,3.602,3.667
2017-06-30,3.6845,3.6983,3.5875,3.614
2017-07-03,3.6263,3.6413,3.4645,3.4833
2017-07-05,3.5475,3.6055,3.5282,3.5763
2017-07-06,3.5468,3.6345,3.494,3.587
2017-07-07,3.6445,3.6875,3.6212,3.669
2017-07-10,3.7435,3.85,3.7171,3.8425
2017-07-11,3.8462,3.9047,3.8038,3.897
2017-07-12,3.9575,4.075,3.914,4.0628
2017-07-13,4.075,4.1575,3.9688,4.0157
2017-07-14,4.0323,4.1253,4.0252,4.1238
2017-07-17,4.1583,4.1875,4.0438,4.1063
2017-07-18,4.0445,4.1638,4.0325,4.149
2017-07-19,4.1583,4.185,4.1153,4.1275
2017-07-20,4.1483,4.1878,4.0978,4.1875
2017-07-21,4.1667,4.2325,4.1523,4.2025
2017-07-24,4.2097,4.2195,4.143,4.1538
2017-07-25,4.1305,4.1483,4.0895,4.1338
2017-07-26,4.192,4.2482,4.1463,4.1815
2017-07-27,4.2068,4.2185,3.939,4.0435
2017-07-28,4.0073,4.1345,3.982,4.1098
2017-07-31,4.1235,4.16,4.0155,4.0628
2017-08-01,4.0531,4.114,4.025,4.1123
2017-08-02,4.1437,4.1478,4.0318,4.1098
2017-08-03,4.1093,4.1658,4.092,4.162
2017-08-04,4.185,4.2518,4.162,4.1803
2017-08-07,4.2097,4.3093,4.2,4.3087
2017-08-08,4.3472,4.364,4.2178,4.2575
2017-08-09,4.2108,4.3053,4.1917,4.3028
2017-08-10,4.304,4.3165,4.1083,4.1185
2017-08-11,3.9285,3.975,3.8228,3.899
2017-08-14,3.9917,4.2138,3.98,4.21
2017-08-15,4.2153,4.2417,4.1398,4.1745
2017-08-16,4.1898,4.2135,4.096,4.1288
2017-08-17,4.1203,4.1375,4.0345,4.0368
2017-08-18,4.0918,4.109,3.991,4.0375
2017-08-21,4.0623,4.0737,3.9343,3.9788
2017-08-22,4.0123,4.0698,3.9928,4.0638
2017-08-23,4.03,4.1563,4.0213,4.145
2017-08-24,4.1775,4.182,4.103,4.1298
2017-08-25,4.1543,4.1645,4.0888,4.0953
2017-08-28,4.1145,4.1275,4.0583,4.1243
2017-08-29,4.0648,4.1395,4.0565,4.1175
2017-08-30,4.1375,4.1532,4.1068,4.142
2017-08-31,4.1625,4.24,4.155,4.236
2017-09-01,4.2488,4.2975,4.24,4.2615
2017-09-05,4.2095,4.2146,4.0891,4.1478
2017-09-06,4.181,4.195,4.11,4.1452
2017-09-07,4.1623,4.1972,4.1238,4.1645
2017-09-08,4.1528,4.1678,4.0678,4.0922
2017-09-11,4.1385,4.2358,4.133,4.225
2017-09-12,4.25,4.25,4.1742,4.2403
2017-09-13,4.2148,4.2885,4.182,4.2593
2017-09-14,4.2198,4.314,4.195,4.235
2017-09-15,4.3215,4.5028,4.3163,4.5028
2017-09-18,4.6285,4.78,4.6215,4.6888
2017-09-19,4.6377,4.7462,4.6154,4.6837
2017-09-20,4.6875,4.7355,4.6053,4.646
2017-09-21,4.541,4.5675,4.4403,4.519
2017-09-22,4.5075,4.5578,4.465,4.475
2017-09-25,4.4438,4.445,4.254,4.275
2017-09-26,4.4112,4.467,4.2588,4.299
2017-09-27,4.3905,4.4068,4.3188,4.3933
2017-09-28,4.4005,4.4045,4.344,4.392
2017-09-29,4.477,4.4932,4.4313,4.4693
2017-10-02,4.52,4.5495,4.425,4.475
2017-10-03,4.4813,4.5145,4.4395,4.4843
2017-10-04,4.4905,4.5443,4.4535,4.5217
2017-10-05,4.5465,4.55,4.489,4.5193
2017-10-06,4.4913,4.546,4.475,4.5325
2017-10-09,4.5698,4.6682,4.5507,4.6347
2017-10-10,4.7858,4.8238,4.6815,4.7233
2017-10-11,4.74,4.775,4.6935,4.7735
2017-10-12,4.777,4.8273,4.7483,4.7758
2017-10-13,4.8388,4.875,4.7913,4.8648
2017-10-16,4.895,4.9512,4.831,4.9483
2017-10-17,4.9273,4.9725,4.9088,4.9438
2017-10-18,4.9528,4.9535,4.833,4.9395
2017-10-19,4.861,4.95,4.8113,4.945
2017-10-20,4.9623,4.9898,4.9135,4.9225
2017-10-23,4.9445,4.9713,4.895,4.9155
2017-10-24,4.9248,4.9688,4.8985,4.967
2017-10-25,4.927,4.9805,4.7793,4.8415
2017-10-26,4.8695,4.904,4.8453,4.8923
2017-10-27,4.945,5.0468,4.9188,5.0465
2017-10-30,5.0465,5.1522,5.0305,5.096
2017-10-31,5.1283,5.1973,5.1225,5.1703
2017-11-01,5.2338,5.2493,5.115,5.18
2017-11-02,5.15,5.1953,5.0913,5.1485
2017-11-03,5.18,5.2172,5.1335,5.2172
2017-11-06,5.18,5.2495,5.1675,5.2408
2017-11-07,5.2638,5.3225,5.2514,5.3008
2017-11-08,5.2963,5.3,5.181,5.229
2017-11-09,5.1318,5.1583,5.0093,5.133
2017-11-10,5.327,5.4668,5.2908,5.4035
2017-11-13,5.4035,5.4292,5.3003,5.3158
2017-11-14,5.325,5.37,5.2808,5.3545
2017-11-15,5.2988,5.3,5.195,5.2495
2017-11-16,5.3245,5.355,5.2813,5.2903
2017-11-17,5.348,5.3838,5.2688,5.284
2017-11-20,5.2998,5.3643,5.2625,5.352
2017-11-21,5.3923,5.413,5.36,5.4013
2017-11-22,5.425,5.425,5.3403,5.3733
2017-11-24,5.3898,5.425,5.365,5.424
2017-11-27,5.4328,5.434,5.3503,5.3535
2017-11-28,5.3588,5.3682,5.206,5.2678
2017-11-29,5.2503,5.2531,4.7808,4.9105
2017-11-30,4.98,5.067,4.9163,5.0178
2017-12-01,4.9828,5.0033,4.8118,4.942
2017-12-04,5.0013,5.0075,4.6125,4.6665
2017-12-05,4.56,4.8175,4.5145,4.6935
2017-12-06,4.6425,4.7535,4.621,4.7315
2017-12-07,4.799,4.84,4.753,4.7998
2017-12-08,4.8503,4.8695,4.7788,4.7873
2017-12-11,4.8015,4.8695,4.7855,4.8665
2017-12-12,4.8225,4.846,4.7473,4.771
2017-12-13,4.8125,4.8138,4.647,4.6545
2017-12-14,4.648,4.7335,4.615,4.6618
2017-12-15,4.7063,4.8095,4.6405,4.789
2017-12-18,4.83,4.9505,4.8,4.9475
2017-12-19,4.938,4.9432,4.874,4.9028
2017-12-20,4.9425,4.9518,4.8638,4.92
2017-12-21,4.9235,4.9488,4.8888,4.8972
2017-12-22,4.86,4.8913,4.7813,4.8818
2017-12-26,4.8258,4.9438,4.7955,4.936
2017-12-27,4.9225,4.9993,4.9078,4.9292
2017-12-28,4.9533,4.9845,4.9288,4.935
2017-12-29,4.9615,4.9615,4.8375,4.8375
2018-01-02,4.8945,4.9875,4.8625,4.9838
2018-01-03,5.1025,5.3425,5.0938,5.3118
2018-01-04,5.394,5.4513,5.3173,5.3398
2018-01-05,5.3548,5.4228,5.277,5.385
2018-01-08,5.51,5.625,5.4645,5.55
2018-01-09,5.5555,5.5955,5.466,5.5485
2018-01-10,5.455,5.5955,5.4,5.592
2018-01-11,5.625,5.6568,5.5803,5.602
2018-01-12,5.59,5.6248,5.5335,5.5745
2018-01-16,5.6013,5.6878,5.4173,5.5028
2018-01-17,5.5175,5.628,5.4225,5.618
2018-01-18,5.5985,5.666,5.567,5.611
2018-01-19,5.7023,5.7773,5.675,5.7528
2018-01-22,5.7608,5.844,5.7025,5.8422
2018-01-23,5.8963,5.9958,5.8775,5.9728
2018-01-24,5.976,6.0123,5.8388,5.895
2018-01-25,5.95,5.9938,5.8938,5.9088
2018-01-26,5.953,6.0835,5.94,6.0833
2018-01-29,6.0685,6.2028,6.0153,6.1713
2018-01-30,6.0278,6.1605,5.9603,6.068
2018-01-31,6.1443,6.2318,6.1113,6.145
2018-02-01,5.963,6.1725,5.9515,6.0125
2018-02-02,5.925,5.9493,5.7793,5.838
2018-02-05,5.675,5.8308,5.125,5.3425
2018-02-06,5.11,5.6425,5.1,5.6395
2018-02-07,5.7395,5.8743,5.6675,5.72
2018-02-08,5.847,5.8805,5.4378,5.438
2018-02-09,5.9563,5.9722,5.438,5.802
2018-02-12,5.8839,5.887,5.6258,5.7008
2018-02-13,5.664,5.8625,5.6313,5.8158
2018-02-14,5.775,6.0648,5.7638,6.0355
2018-02-15,6.1196,6.2093,6.038,6.1625
2018-02-16,6.135,6.25,6.0868,6.096
2018-02-20,6.1188,6.2968,6.115,6.227
2018-02-21,6.2923,6.2992,6.034,6.0378
2018-02-22,6.0682,6.1408,5.9875,6.0538
2018-02-23,6.1143,6.1483,6.063,6.1483
2018-02-26,6.195,6.1995,6.1015,6.1645
2018-02-27,6.1375,6.2228,6.1283,6.1515
2018-02-28,6.1625,6.2025,6.0383,6.05
2018-03-01,6.0478,6.1023,5.7031,5.8053
2018-03-02,5.6965,5.92,5.5463,5.9135
2018-03-05,5.8628,5.9313,5.738,5.8913
2018-03-06,5.9775,6.0735,5.934,6.054
2018-03-07,5.95,6.0987,5.9488,6.046
2018-03-08,6.0738,6.0738,5.9848,6.0295
2018-03-09,6.0775,6.1463,6.0613,6.1333
2018-03-12,6.175,6.325,6.1668,6.244
2018-03-13,6.2873,6.3625,6.151,6.1928
2018-03-14,6.2363,6.2638,6.1555,6.2185
2018-03-15,6.2323,6.3155,6.191,6.2335
2018-03-16,6.25,6.2813,6.212,6.262
2018-03-19,6.2045,6.2338,5.925,6.025
2018-03-20,6.028,6.2788,6.028,6.2395
2018-03-21,6.233,6.3,6.1833,6.214
2018-03-22,6.15,6.197,6.0085,6.0463
2018-03-23,6.06,6.0667,5.813,5.8243
2018-03-26,5.95,6.1133,5.8975,6.112
2018-03-27,6.1938,6.25,5.4961,5.638
2018-03-28,5.6033,5.7348,5.425,5.5338
2018-03-29,5.6026,5.8875,5.5175,5.7898
2018-04-02,5.7185,5.8663,5.4375,5.5263
2018-04-03,5.695,5.7588,5.5338,5.6338
2018-04-04,5.3753,5.6665,5.35,5.656
2018-04-05,5.715,5.7283,5.4623,5.5345
2018-04-06,5.4307,5.54,5.3268,5.3563
2018-04-09,5.42,5.5493,5.365,5.3853
2018-04-10,5.618,5.725,5.5602,5.6978
2018-04-11,5.6828,5.7244,5.623,5.656
2018-04-12,5.75,5.883,5.7054,5.865
2018-04-13,5.9292,5.9378,5.7388,5.7875
2018-04-16,5.7943,5.821,5.692,5.7873
2018-04-17,5.84,5.96,5.7838,5.9385
2018-04-18,5.8875,5.9813,5.8193,5.9093
2018-04-19,5.7936,5.8275,5.67,5.726
2018-04-20,5.7172,5.8025,5.6863,5.7178
2018-04-23,5.7358,5.7875,5.5708,5.597
2018-04-24,5.623,5.72,5.464,5.53
2018-04-25,5.5,5.5394,5.2575,5.4165
2018-04-26,5.58,5.6388,5.5133,5.6305
2018-04-27,5.7375,5.7575,5.6155,5.6583
2018-04-30,5.6748,5.725,5.603,5.6225
2018-05-01,5.6143,5.6813,5.555,5.6785
2018-05-02,5.675,5.72,5.6313,5.6578
2018-05-03,5.69,5.8513,5.6443,5.8248
2018-05-04,5.7958,5.9797,5.7782,5.9765
2018-05-07,6.0824,6.2748,6.0723,6.217
2018-05-08,6.2172,6.2628,6.1678,6.26
2018-05-09,6.2803,6.3968,6.2528,6.3945
2018-05-10,6.448,6.5125,6.43,6.5033
2018-05-11,6.3195,6.4948,6.2635,6.3633
2018-05-14,6.4017,6.4623,6.36,6.384
2018-05-15,6.3198,6.3225,6.0375,6.139
2018-05-16,6.1,6.213,6.0628,6.1502
2018-05-17,6.1521,6.2875,6.1358,6.1928
2018-05-18,6.2453,6.3093,6.1435,6.1485
2018-05-21,6.247,6.2508,6.0123,6.106
2018-05-22,6.1195,6.145,6.0063,6.0675
2018-05-23,6.007,6.1898,6.0063,6.1885
2018-05-24,6.1848,6.235,6.131,6.1923
2018-05-25,6.205,6.2485,6.169,6.232
2018-05-29,6.2138,6.2835,6.1675,6.2148
2018-05-30,6.2488,6.3335,6.2238,6.3248
2018-05-31,6.2925,6.38,6.2818,6.3048
2018-06-01,6.35,6.4468,6.3413,6.4405
2018-06-04,6.475,6.6435,6.4425,6.6213
2018-06-05,6.6245,6.6647,6.5793,6.6268
2018-06-06,6.5358,6.632,6.5192,6.6288
2018-06-07,6.625,6.637,6.4813,6.5725
2018-06-08,6.499,6.6,6.48,6.557
2018-06-11,6.5442,6.5862,6.5025,6.5155
2018-06-12,6.5423,6.5768,6.4915,6.5645
2018-06-13,6.566,6.6418,6.5508,6.56
2018-06-14,6.6055,6.73,6.5905,6.6728
2018-06-15,6.615,6.687,6.5837,6.6315
2018-06-18,6.587,6.645,6.5595,6.6273
2018-06-19,6.523,6.591,6.3755,6.5043
2018-06-20,6.5458,6.6113,6.507,6.5578
2018-06-21,6.59,6.6085,6.42,6.4278
2018-06-22,6.4488,6.4623,6.2583,6.2737
2018-06-25,6.1663,6.17,5.8885,5.978
2018-06-26,6.0925,6.1413,5.9978,6.0498
2018-06-27,6.0938,6.1608,5.8875,5.893
2018-06-28,5.883,6.0335,5.8753,6.0215
2018-06-29,6.0873,6.1,5.9213,5.9225
2018-07-02,5.8523,6.0598,5.8316,6.056
2018-07-03,6.091,6.097,5.9125,5.921
2018-07-05,5.9768,6.0733,5.9375,6.0682
2018-07-06,6.0435,6.1916,6.022,6.1833
2018-07-09,6.2582,6.268,6.1518,6.2313
2018-07-10,6.2438,6.3535,6.203,6.3313
2018-07-11,6.2375,6.2725,6.1775,6.1883
2018-07-12,6.234,6.3293,6.224,6.2808
2018-07-13,6.2995,6.2995,6.1905,6.233
2018-07-16,6.205,6.2585,6.1925,6.205
2018-07-17,6.1553,6.3575,6.1295,6.3422
2018-07-18,6.3347,6.3487,6.241,6.2925
2018-07-19,6.2735,6.3347,6.2583,6.3008
2018-07-20,6.2983,6.3375,6.2613,6.2722
2018-07-23,6.2455,6.2473,6.082,6.2353
2018-07-24,6.2838,6.3712,6.2,6.2178
2018-07-25,6.2273,6.3095,6.1688,6.2968
2018-07-26,6.2765,6.4082,6.2595,6.371
2018-07-27,6.408,6.415,6.246,6.3005
2018-07-30,6.3148,6.3208,6.068,6.1033
2018-07-31,6.0928,6.197,6.0535,6.1215
2018-08-01,6.1532,6.209,6.0972,6.1618
2018-08-02,6.0898,6.2695,6.0303,6.2655
2018-08-03,6.2903,6.3265,6.2733,6.3025
2018-08-06,6.2898,6.3543,6.2426,6.3508
2018-08-07,6.4,6.4425,6.373,6.4238
2018-08-08,6.425,6.506,6.3898,6.4605
2018-08-09,6.4785,6.4813,6.4037,6.4115
2018-08-10,6.3288,6.4025,6.3175,6.3697
2018-08-13,6.3785,6.525,6.3768,6.403
2018-08-14,6.5095,6.55,6.4255,6.5358
2018-08-15,6.5568,6.591,6.3975,6.477
2018-08-16,6.5475,6.55,6.3753,6.436
2018-08-17,6.3235,6.3243,6.0933,6.1205
2018-08-20,6.0795,6.33,5.968,6.196
2018-08-21,6.2125,6.3375,6.1925,6.333
2018-08-22,6.3,6.5755,6.2965,6.5705
2018-08-23,6.5315,6.737,6.5175,6.671
2018-08-24,6.6795,6.8203,6.675,6.8055
2018-08-27,6.8355,6.9725,6.8036,6.8975
2018-08-28,6.8915,6.9145,6.7382,6.8595
2018-08-29,6.848,6.9875,6.827,6.9623
2018-08-30,6.9308,7.0429,6.908,6.9453
2018-08-31,6.925,7.03,6.915,7.017
2018-09-04,7.0038,7.1305,6.975,7.0925
2018-09-05,7.0748,7.1105,6.8788,6.9605
2018-09-06,6.944,6.9465,6.7848,6.818
2018-09-07,6.725,6.9233,6.6798,6.7965
2018-09-10,6.8193,6.8983,6.775,6.8683
2018-09-11,6.8215,6.91,6.8005,6.82
2018-09-12,6.7797,6.7995,6.548,6.705
2018-09-13,6.7715,6.875,6.754,6.7835
2018-09-14,6.8748,6.9775,6.8375,6.9108
2018-09-17,6.885,6.9345,6.8287,6.8483
2018-09-18,6.8522,6.956,6.7688,6.7755
2018-09-19,6.7568,6.8175,6.7063,6.7995
2018-09-20,6.6763,6.719,6.6025,6.657
2018-09-21,6.669,6.715,6.5528,6.5862
2018-09-24,6.555,6.646,6.467,6.6425
2018-09-25,6.7093,6.7355,6.6228,6.7103
2018-09-26,6.7153,6.756,6.657,6.673
2018-09-27,6.7085,6.73,6.6532,6.685
2018-09-28,6.8183,7.0479,6.79,7.0255
2018-10-01,7.104,7.3015,7.065,7.234
2018-10-02,7.2063,7.319,7.1395,7.162
2018-10-03,7.233,7.2405,7.0633,7.1683
