Date,Open,High,Low,Close
2003-12-31,49.1604646529809,49.56731292743447,49.1459528344503,49.318939208984375
2004-01-31,49.21709976705878,50.29358931450622,49.0134693311248,49.92021560668945
2004-02-29,49.934745142727664,51.020955939936016,49.85232474121436,50.99186325073242
2004-03-31,51.14216488718537,52.20896637259742,50.923921574245526,51.8404541015625
2004-04-30,51.77221206603648,51.85992043282718,49.11661055768564,49.34074020385742
2004-05-31,49.323125214629954,50.39596951795512,48.7597208790256,50.337181091308594
2004-06-30,50.18230643724668,50.43876472607909,49.36853379816421,50.26613998413086
2004-07-31,50.36124021089442,50.99015358367663,50.024467976725646,50.67322540283203
2004-08-31,50.67822307220228,52.14678326096369,50.603549098118044,52.03726196289063
2004-09-30,51.98527699823341,52.33018167296494,51.45041461368802,52.080265045166016
2004-10-31,51.83030842305026,52.86004253018432,51.36044961864116,52.65005874633789
2004-11-30,52.56898944924421,53.06461374191526,52.09339558564951,52.47883987426758
2004-12-31,52.53057168761548,53.72522085571495,52.219328529961736,53.40193176269531
2005-01-31,53.24549966331997,53.69971498555935,52.841712321503564,53.407005310058594
2005-02-28,53.37763620682859,54.24704122416418,53.02381596658671,53.124908447265625
2005-03-31,53.08452819642738,53.68096426473034,52.392020367491824,53.24118041992188
2005-04-30,53.457616847746685,54.46636496182206,52.81892104125926,54.18757247924805
2005-05-31,54.21760940551758,54.68068711556008,53.82577146665408,54.599266052246094
2005-06-30,54.76406947593454,55.2247292123014,53.899102251864754,54.881778717041016
2005-07-31,54.792678490071786,54.83388462393903,53.26794380026181,53.5255012512207
2005-08-31,53.57890313443399,54.88543484993733,53.0915310931945,54.8802490234375
2005-09-30,54.873503959449415,55.175414966916925,54.45188613325232,54.79542541503906
2005-10-31,54.75522539859817,54.76044726395009,53.66929860220016,54.07653045654297
2005-11-30,54.177188818511816,54.52322690400471,53.6057281422681,54.17193603515625
2005-12-31,54.26741673408562,54.88090275086559,53.91206073639849,54.73185729980469
2006-01-31,54.66266548390353,55.08847993391463,54.300656989357705,54.74783706665039
2006-02-28,54.6999674410123,54.93412203282695,54.13034770258356,54.74783706665039
2006-03-31,54.67865203090787,54.72123762504816,53.40109465835131,53.57672882080078
2006-04-30,53.3761259324089,53.69176399772637,52.91060081629536,53.45104217529297
2006-05-31,53.45369019304013,53.87852048607999,53.02891665105164,53.609649658203125
2006-06-30,53.611796941916126,54.10384371636557,53.15218276252533,53.838863372802734
2006-07-31,53.711673530897336,54.76655463745458,53.40174033615347,54.652320861816406
2006-08-31,54.57690468386641,55.63222959091287,54.57690468386641,55.561180114746094
2006-09-30,55.49077481897386,55.87020582045446,54.88040564576338,55.62273025512695
2006-10-31,55.63158347951877,55.78073217736196,54.52124778586611,55.58185958862305
2006-11-30,55.60572859580797,56.2390154037265,55.216923032862994,56.17790985107422
2006-12-31,56.18900767377469,56.46675857256928,54.67250683629308,54.883567810058594
2007-01-31,55.189132209299366,55.26133695807617,54.311441646764095,55.0113410949707
2007-02-28,55.05580274228767,56.34457723029385,54.66137905036128,56.10015487670898
2007-03-31,56.24390290685684,56.62824725962251,55.54760818779571,56.28287506103516
2007-04-30,56.56743541223819,57.16563501046645,55.45487015038521,56.6568717956543
2007-05-31,56.72196606968127,56.73318847903068,55.70617617896151,55.913848876953125
2007-06-30,55.80500564750383,55.9234384798698,54.80153940537107,55.793758392333984
2007-07-31,55.81470077817222,57.0830671675245,55.33904213063222,57.07740783691406
2007-08-31,57.02337868847593,57.67177676814913,56.30676410231504,57.54664993286133
