Date,Open,High,Low,Close,Sessions
2001-08-31,21.898694,21.898694,21.14181,21.252371,5
2001-09-30,20.801635,21.00574,16.668523,19.207914,15
2001-10-31,18.913669,20.270309,18.822426,19.55829,23
2001-11-30,19.827427,20.684234,19.708189,20.212395,21
2001-12-31,19.980732,20.914189,19.769508,20.3356,20
2002-01-31,20.42936,20.80778,18.828762,19.159445,21
2002-02-28,19.256603,19.531047,18.528753,19.389566,19
2002-03-31,19.558312,20.947543,19.495243,20.471973,20
2002-04-30,20.471966,20.928799,20.015145,20.783905,22
2002-05-31,20.792433,21.426538,20.489012,20.894709,22
2002-06-30,20.983343,21.060049,19.04013,20.207766,20
2002-07-31,20.250376,20.303219,16.619627,18.281588,22
2002-08-31,17.923627,18.963422,16.926446,18.102608,22
2002-09-30,17.693509,17.981587,15.472444,16.227577,20
2002-10-31,16.253142,17.120773,15.26619,16.849745,23
2002-11-30,16.858266,17.930443,16.755991,17.795784,20
2002-12-31,17.983293,18.019089,16.732129,17.199907,21
2003-01-31,17.344096,17.88784,16.199294,16.459864,21
2003-02-28,16.605788,16.751718,15.756304,16.112432,19
2003-03-31,16.308734,16.710022,14.87555,15.738941,21
2003-04-30,15.928291,17.422273,15.808424,17.338888,21
2003-05-31,17.382317,18.570551,17.224233,18.457636,21
2003-06-30,18.646989,19.767478,18.511493,18.815496,21
2003-07-31,18.761643,19.621552,18.706053,19.100399,22
2003-08-31,19.109083,19.923823,18.905833,19.729263,21
2003-09-30,19.812645,21.068633,19.812645,20.325117,21
2003-10-31,20.519678,22.04493,20.519678,21.64538,23
2003-11-30,21.932007,22.244706,21.419548,22.192589,19
2003-12-31,22.54872,24.152857,22.435802,24.131687,22
2004-01-31,24.136976,25.121435,24.133449,24.403374,20
2004-02-29,24.371617,25.532506,24.115801,24.96442,19
2004-03-31,25.227302,25.324338,23.817633,24.982056,23
2004-04-30,25.124954,25.624247,24.082279,24.135206,21
2004-05-31,24.327508,25.017348,22.901986,24.410429,20
2004-06-30,24.463363,25.273168,24.209305,25.229053,21
2004-07-31,25.156719,25.16907,23.771769,24.152851,21
2004-08-31,24.151088,24.452774,23.535357,24.440424,22
2004-09-30,24.452778,25.163775,24.346918,24.946772,21
2004-10-31,25.087915,25.873017,24.937952,25.820089,21
2004-11-30,25.825379,27.741379,25.825379,27.390278,21
2004-12-31,27.57553,28.730154,27.108,28.706867,22
2005-01-31,28.696116,28.751648,27.47977,28.160492,20
2005-02-28,28.151537,29.394753,28.074506,29.226362,19
2005-03-31,29.314139,29.753043,28.189167,28.45965,22
2005-04-30,28.697913,28.988116,27.553221,27.999262,21
2005-05-31,27.95448,28.516973,27.472603,27.757433,21
2005-06-30,27.777147,28.719406,27.777147,28.15513,22
2005-07-31,28.187363,29.160089,27.537098,28.998859,20
2005-08-31,29.337432,30.514365,29.229949,30.111301,23
2005-09-30,30.347779,31.476338,30.320907,31.223747,21
2005-10-31,31.12702,31.282863,29.315926,30.229544,21
2005-11-30,30.466004,31.465581,30.116682,30.928173,21
2005-12-31,31.261365,32.843055,31.223747,32.531059,21
2006-01-31,33.116753,34.605643,32.958017,34.408585,20
2006-02-28,34.41953,34.600166,33.527297,34.167736,19
2006-03-31,34.414054,35.864636,33.587504,35.536198,23
2006-04-30,35.678518,37.386361,35.508833,37.238552,19
2006-05-31,37.605309,38.672711,34.895755,35.815369,22
2006-06-30,35.443143,36.55433,32.51464,35.79348,22
2006-07-31,35.853683,36.20948,33.352123,36.08358,20
2006-08-31,35.853683,37.200252,35.569045,37.003193,23
2006-09-30,37.123615,37.50678,36.006957,37.085297,20
2006-10-31,37.249517,38.847873,37.008662,38.475655,22
2006-11-30,38.820504,39.772952,38.349753,39.657997,21
2006-12-31,39.707252,41.0545,39.31861,40.925945,20
2007-01-31,41.339571,41.646989,39.964574,41.496059,20
2007-02-28,41.775554,43.139366,40.808578,41.445774,19
2007-03-31,40.791793,42.882262,39.629192,42.647503,22
2007-04-30,42.647498,44.7603,42.507761,44.24609,20
2007-05-31,44.35228,45.352786,43.955429,45.291302,22
2007-06-30,45.47576,45.716093,43.866003,45.145985,21
2007-07-31,45.526052,46.839582,43.334996,44.111938,21
2007-08-31,43.961014,45.095676,37.728789,43.832462,23
2007-09-30,43.720666,46.353305,42.703378,46.163261,19
2007-10-31,46.247103,48.348743,45.447809,48.125164,23
2007-11-30,47.376165,47.454417,43.597703,46.381248,21
2007-12-31,46.453918,47.325869,43.664771,44.998489,20
2008-01-31,45.302319,45.411234,37.621041,41.467396,21
2008-02-29,41.822807,42.722785,38.8764,41.043213,20
2008-03-31,40.997349,41.765481,38.85921,41.215191,20
2008-04-30,41.788408,43.794708,41.604972,43.456501,22
2008-05-31,43.221485,45.153263,43.187089,43.972416,21
2008-06-30,43.61128,43.886429,39.752368,40.108639,21
2008-07-31,39.454466,39.945106,37.421879,38.776947,22
2008-08-31,38.636766,38.870394,36.072666,37.129845,21
2008-09-30,37.042225,37.229143,30.582326,32.883598,21
2008-10-31,32.445528,32.953676,21.902928,26.032358,23
2008-11-30,25.921387,27.977346,20.752288,24.373571,19
2008-12-31,23.544187,26.744932,22.247536,26.535128,22
2009-01-31,26.37542,26.984674,21.885859,22.89143,20
2009-02-28,22.459627,24.228237,20.306534,20.513561,19
2009-03-31,19.898391,23.400122,18.668044,22.234856,22
2009-04-30,22.098803,25.204227,22.051481,24.796083,21
2009-05-31,24.932142,28.067137,24.760604,28.067137,20
2009-06-30,28.605406,29.090446,26.771722,27.672823,22
2009-07-31,28.083593,30.524065,26.150542,30.451576,22
2009-08-31,30.940878,32.39671,29.847493,31.82283,21
2009-09-30,31.496629,34.015643,30.246192,33.030979,21
2009-10-31,32.825609,34.710311,31.665766,32.197369,22
2009-11-30,32.481271,34.800936,31.883239,33.459881,20
2009-12-31,34.112296,34.831139,32.759156,33.697323,22
2010-01-31,34.392234,35.355366,31.899072,31.990507,19
2010-02-28,32.42941,33.197472,30.442189,32.075863,19
2010-03-31,32.149008,34.447097,32.063665,34.124023,23
2010-04-30,34.471493,35.410231,32.722005,33.166992,21
2010-05-31,33.227951,33.520549,27.949033,29.454683,20
2010-06-30,29.192563,31.387033,28.119715,28.847342,22
2010-07-31,29.213286,32.75485,28.810132,32.196632,21
2010-08-31,32.928522,33.461921,30.2801,30.974756,22
2010-09-30,31.731458,34.615576,31.669435,34.06356,21
2010-10-31,34.410903,36.035917,33.77824,35.359848,21
2010-11-30,35.415682,36.910459,33.399903,33.654202,21
2010-12-31,34.317856,36.70064,34.24963,36.450211,22
2011-01-31,36.694385,37.821324,35.511093,37.214027,20
2011-02-28,37.689838,38.804262,37.439412,38.535046,19
2011-03-31,38.66653,38.697825,33.87077,37.614716,23
2011-04-30,37.683587,40.112765,36.957331,39.730858,20
2011-05-31,40.150332,40.288069,36.825858,38.854351,21
2011-06-30,38.641477,38.685303,36.055782,38.383919,22
2011-07-31,38.326478,38.843456,36.284101,37.471222,20
2011-08-31,37.89247,37.911619,31.675986,34.190666,23
2011-09-30,34.02473,34.337468,29.410227,30.495241,21
2011-10-31,30.195262,35.658628,29.008144,33.43116,21
2011-11-30,32.08447,33.699209,29.646387,32.703552,21
2011-12-31,32.537621,33.067358,30.527148,31.992281,21
2012-01-31,32.64465,34.220696,31.643486,33.67812,20
2012-02-29,34.13027,35.938834,34.097974,35.305836,20
2012-03-31,35.499613,36.113234,33.968785,35.454395,22
2012-04-30,35.292909,35.964664,33.361622,34.718052,20
2012-05-31,34.640541,35.021633,30.500206,30.848999,22
2012-06-30,30.312897,33.041628,30.054529,33.021797,21
2012-07-31,33.114333,33.5704,31.257021,33.048241,21
2012-08-31,33.279572,34.978246,32.347616,34.105774,23
2012-09-30,34.019859,36.736421,33.788514,35.031128,19
2012-10-31,35.407877,36.505091,34.846057,35.41449,21
2012-11-30,35.592947,36.5183,34.125621,36.399326,21
2012-12-31,36.577792,38.007394,35.295517,37.99403,20
2013-01-31,38.535278,39.711323,37.880439,39.410625,21
2013-02-28,39.664551,39.818238,38.100954,38.902802,19
2013-03-31,38.622141,40.085519,38.475138,39.410625,20
2013-04-30,39.136669,41.421928,38.815932,41.388515,22
2013-05-31,41.428601,42.858558,40.112248,40.138977,22
2013-06-30,40.145661,40.894056,37.713392,39.064079,20
2013-07-31,39.411769,41.8456,38.87319,41.143398,22
2013-08-31,41.668352,42.39781,40.332127,40.338943,22
2013-09-30,41.252482,44.388514,40.932063,43.495419,20
2013-10-31,43.543147,45.649751,42.636426,44.913456,23
2013-11-30,44.674849,45.404329,44.054463,45.158886,20
2013-12-31,45.002092,46.320405,43.529516,46.141613,21
2014-01-31,45.529593,46.224127,43.535411,43.741707,21
2014-02-28,43.693566,46.671114,42.82712,46.423553,19
2014-03-31,45.646505,46.891163,44.573767,46.210373,21
2014-04-30,46.485437,47.035566,45.165146,46.980553,21
2014-05-31,47.028693,47.757596,46.567965,47.730095,21
2014-06-30,47.888268,48.679059,47.558196,48.169582,21
2014-07-31,48.416172,48.817743,46.86616,46.915478,22
2014-08-31,46.725257,47.34526,45.590942,47.000038,21
2014-09-30,47.140933,47.535478,44.985041,45.17527,21
2014-10-31,44.914591,45.076632,41.293229,45.055496,23
2014-11-30,44.752536,45.471174,43.949362,45.083675,19
2014-12-31,45.111858,45.203442,42.117547,43.283588,22
2015-01-31,43.432985,44.407655,41.469443,43.553932,20
2015-02-28,43.845619,46.492155,43.724674,46.314297,19
2015-03-31,46.30008,47.103982,44.386308,45.652664,22
2015-04-30,46.001263,48.420129,45.652657,47.317417,21
2015-05-31,47.566414,48.747393,46.847862,47.409893,20
2015-06-30,47.523724,48.178245,45.765158,45.931553,22
2015-07-31,46.466907,47.465261,44.216979,46.864792,22
2015-08-31,46.915435,47.335034,40.881898,43.385025,21
2015-09-30,42.140693,44.144646,40.426135,41.467896,21
2015-10-31,41.721095,44.991068,41.229154,44.209751,22
2015-11-30,44.448487,44.723398,42.820724,43.876972,20
2015-12-31,44.231459,44.368916,41.706631,42.853806,22
2016-01-31,42.196983,42.218876,37.59925,40.489254,19
2016-02-29,40.153555,40.562243,37.175972,39.139122,20
2016-03-31,39.708372,42.372129,39.613497,41.715317,22
2016-04-30,40.861456,43.904716,40.314107,42.642166,21
2016-05-31,42.98517,43.109234,41.357714,42.605679,21
2016-06-30,42.401331,43.794381,38.677593,41.574875,22
2016-07-31,41.589771,43.310261,40.048022,43.228333,20
2016-08-31,43.094274,44.204023,42.34202,43.459221,23
2016-09-30,43.660324,44.80731,42.699519,44.040169,21
2016-10-31,43.920998,44.20402,42.446293,43.06448,21
2016-11-30,43.168749,43.183646,41.783417,42.297337,21
2016-12-31,42.252637,44.129548,42.006868,43.442005,21
2017-01-31,43.60756,45.398519,43.532308,44.871765,20
2017-02-28,45.150194,45.850018,44.758886,45.40604,19
2017-03-31,45.714564,49.18361,45.338317,46.873425,23
2017-04-30,46.798168,48.220405,46.166073,48.009697,19
2017-05-31,48.152677,49.951163,48.092475,49.710361,22
2017-06-30,49.898496,50.598307,49.281427,49.857521,22
2017-07-31,49.796341,51.264543,49.368115,51.180431,20
2017-08-31,51.570423,51.64689,50.362219,51.15749,23
2017-09-30,51.348667,52.541563,50.721607,52.365685,20
2017-10-31,52.20509,53.275667,52.105702,53.245079,22
2017-11-30,53.474483,53.856828,52.212748,53.612129,21
2017-12-31,53.344479,54.543924,52.900969,54.335266,20
2018-01-31,54.5053,58.168343,54.420291,57.063248,21
2018-02-28,56.970501,57.333716,51.692318,54.304359,19
2018-03-31,53.863873,54.984425,52.480563,53.848415,21
2018-04-30,53.63976,55.401732,52.743314,54.66758,21
2018-05-31,54.605776,55.718579,52.959697,53.632034,22
2018-06-30,54.033886,54.891681,52.167698,52.782448,21
2018-07-31,52.0337,54.469083,52.017939,54.287815,21
2018-08-31,54.201114,54.224763,51.348012,53.074059,23
2018-09-30,52.412015,54.484848,51.418945,53.586365,19
2018-10-31,53.759751,53.846448,47.746165,49.227886,23
2018-11-30,49.653488,50.835715,48.219053,49.472218,21
2018-12-31,50.244605,50.244605,45.22436,46.825562,19
2019-01-31,46.204205,50.107657,46.188272,49.932407,21
2019-02-28,49.940371,51.597348,49.080012,51.199028,19
2019-03-31,51.493789,52.513469,50.235121,51.669052,21
2019-04-30,52.162952,53.27027,52.091252,53.182636,21
2019-05-31,53.262296,53.365852,50.243086,50.505974,22
2019-06-30,50.657331,53.597497,50.513939,53.491714,20
2019-07-31,54.028816,54.297377,52.083816,52.450027,22
2019-08-31,52.515132,52.954589,49.853978,51.440907,22
2019-09-30,51.147938,53.776546,51.090972,53.068523,20
2019-10-31,52.913899,54.99725,51.253727,54.867043,23
2019-11-30,55.216978,55.900584,55.02981,55.48555,20
2019-12-31,55.42044,57.484966,54.541512,57.147552,21
2020-01-31,57.575504,57.954074,55.353471,55.534527,21
2020-02-29,55.690876,57.493204,49.930037,51.222115,19
2020-03-31,51.213892,53.057349,37.634759,43.996365,22
2020-04-30,42.57263,47.708,41.634429,46.55584,21
2020-05-31,45.864536,49.806596,44.449009,49.082371,20
2020-06-30,49.48564,53.213718,49.35345,50.805756,22
2020-07-31,50.747318,53.802175,50.705585,51.790657,22
2020-08-31,52.324827,54.895576,52.19963,54.236206,21
2020-09-30,54.269587,55.104247,51.865766,53.12611,21
2020-10-31,53.418235,55.17937,50.889221,51.239777,22
2020-11-30,51.815687,59.903547,51.556942,58.551403,20
2020-12-31,59.544632,62.364459,59.511251,61.487984,22
2021-01-31,62.693139,63.839286,60.678937,61.007614,19
2021-02-28,61.757673,65.036012,61.462707,62.372887,19
2021-03-31,63.122949,64.943323,61.993656,63.940426,23
2021-04-30,64.269101,66.93224,64.22696,65.828217,21
2021-05-31,66.367577,68.390213,65.238294,68.120529,20
2021-06-30,68.685192,69.538991,67.001753,67.386177,22
2021-07-31,67.394728,68.44549,65.335895,67.907295,21
2021-08-31,68.462595,69.581704,67.334925,68.88974,22
2021-09-30,69.419387,70.299302,66.480635,66.642952,21
2021-10-31,66.677129,69.214364,65.293181,68.761589,21
2021-11-30,69.154553,70.051561,65.071062,65.643433,21
2021-12-31,66.540434,69.001708,65.259003,68.525787,22
2022-01-31,68.926429,69.710279,64.040436,66.034897,20
2022-02-28,66.444229,67.84646,61.819545,63.770458,19
2022-03-31,63.500459,65.651676,57.952554,64.101402,23
2022-04-30,64.502042,64.989765,59.285095,59.781521,20
2022-05-31,59.563795,61.375349,56.289045,60.974716,21
2022-06-30,61.331805,61.6018,54.409691,55.629288,21
2022-07-31,54.934917,58.540282,53.003164,58.504673,20
2022-08-31,58.486862,59.439386,54.908213,54.926018,23
2022-09-30,54.124827,56.608519,49.157455,49.860718,21
2022-10-31,50.377043,53.635216,48.614423,52.798412,21
2022-11-30,53.857765,59.95571,51.68565,59.750965,21
2022-12-31,60.41862,61.474204,58.176154,58.66774,21
2023-01-31,59.400636,64.191301,58.900121,63.949986,20
2023-02-28,63.896353,64.745448,61.456335,61.983658,19
2023-03-31,62.475238,64.066172,59.052061,63.923164,23
2023-04-30,64.075118,66.005671,63.780165,65.800102,19
2023-05-31,65.862663,66.18443,62.68081,63.163452,22
2023-06-30,63.503098,67.270225,63.458406,65.986893,21
2023-07-31,65.959589,68.025662,63.656877,67.770805,20
2023-08-31,67.106399,67.297533,63.083467,65.104034,23
2023-09-30,65.668331,65.695635,61.963966,62.728504,20
2023-10-31,62.318924,63.584055,59.779571,60.908173,22
2023-11-30,61.053801,66.223534,60.880867,65.914078,21
2023-12-31,65.877655,69.726824,65.741149,69.441139,20
2024-01-31,68.694654,70.012509,66.888348,69.127792,21
2024-02-29,69.293678,71.477816,68.215421,71.192131,20
2024-03-31,71.487044,73.781765,71.192138,73.597458,20
2024-04-30,73.468439,73.6804,69.938775,71.210564,22
2024-05-31,71.192125,75.505134,70.878791,74.81395,22
2024-06-30,75.053563,75.717102,72.537751,73.447289,19
2024-07-31,73.850491,76.766621,73.119105,75.350746,22
2024-08-31,74.394325,78.088728,69.302812,77.807426,22
2024-09-30,77.413607,79.28894,74.431835,78.416908,20
2024-10-31,78.44504,78.473168,73.578566,74.281815,23
2024-11-30,74.685005,75.331994,71.918892,74.047394,20
2024-12-31,74.150534,75.603918,70.684325,71.862877,21
2025-01-31,71.948414,76.33945,70.560764,75.312965,20
2025-02-28,74.048891,78.877119,73.801774,77.537003,19
2025-03-31,79.048202,80.968103,76.909711,77.679573,21
2025-04-30,77.727094,80.816023,68.574337,80.549896,21
2025-05-31,80.76851,85.026479,80.18874,84.408691,21
2025-06-30,84.560773,86.653696,82.844107,86.431305,20
2025-07-31,86.160583,88.539153,84.458836,84.623207,22
2025-08-31,84.391147,90.289248,83.869019,88.452141,21
2025-09-30,87.117809,90.666332,87.059797,90.279579,21
2025-10-31,90.772697,92.774177,89.07095,91.362503,23
2025-11-30,91.43019,93.489693,88.191072,92.039345,19
2025-12-31,91.77827,95.292053,91.555886,94.534042,22
2026-01-31,95.518466,100.726062,95.00657,99.17067,20
2026-02-28,99.308493,104.289669,98.707997,103.738388,19
2026-03-31,101.159207,102.114098,91.630007,95.616905,22
2026-04-30,96.985258,103.492288,94.858907,100.726059,21
2026-05-31,100.696534,103.876212,98.698154,103.167435,20
2026-06-30,102.370047,105.419998,99.761324,103.879997,21
2026-07-31,103.07,106.32,102.260002,105.580002,22
