Date,Open,High,Low,Close,Sessions
1993-01-31,24.130416,24.130416,24.010364,24.113266,1
1993-02-28,24.130421,24.76498,23.495854,24.370502,19
1993-03-31,24.456265,25.159416,24.267612,24.916397,23
1993-04-30,24.950869,24.950869,23.865291,24.278837,21
1993-05-31,24.313297,25.17487,24.175462,24.933622,20
1993-06-30,25.019783,25.26102,24.555029,25.023567,22
1993-07-31,25.058271,25.110326,24.520322,24.90209,21
1993-08-31,24.93679,25.856548,24.902098,25.856548,22
1993-09-30,25.769767,25.877953,25.039778,25.668402,21
1993-10-31,25.6335,26.349393,25.546189,26.174786,21
1993-11-30,26.139873,26.262104,25.44142,25.895412,21
1993-12-31,26.035095,26.529774,25.930326,26.21332,22
1994-01-31,26.213318,27.18027,26.107832,27.127527,21
1994-02-28,27.092383,27.162682,26.195737,26.336386,19
1994-03-31,26.336405,26.629784,24.631653,25.232857,23
1994-04-30,24.52555,25.666063,24.52555,25.515778,19
1994-05-31,25.515773,25.993205,24.994143,25.922476,21
1994-06-30,25.860567,26.346849,25.061501,25.328476,22
1994-07-31,25.453091,26.227348,25.275097,26.147251,20
1994-08-31,26.165047,27.330927,26.004864,27.144033,23
1994-09-30,27.055021,27.179613,26.207771,26.458477,21
1994-10-31,26.476411,27.33598,25.78696,27.210627,21
1994-11-30,27.094221,27.121084,25.563108,26.127213,21
1994-12-31,26.15407,26.80484,25.60789,26.317486,21
1995-01-31,26.398691,27.283154,26.389666,27.201956,21
1995-02-28,27.238045,28.393268,27.147793,28.312046,19
1995-03-31,28.284971,29.554174,27.851766,29.100454,23
1995-04-30,29.091401,30.007877,29.073253,29.962507,19
1995-05-31,29.935279,31.151197,29.844542,31.151197,22
1995-06-30,31.015094,32.21951,30.633983,31.781389,22
1995-07-31,31.817903,33.123099,31.662742,32.803661,20
1995-08-31,32.849283,33.177876,32.374671,32.949677,23
1995-09-30,32.940546,34.59372,32.913164,34.345966,20
1995-10-31,34.345957,34.758889,33.63023,34.245022,22
1995-11-30,34.22668,35.942591,34.199151,35.768246,21
1995-12-31,35.814121,36.878555,35.731537,36.331005,20
1996-01-31,36.284828,37.632837,35.241525,37.623604,22
1996-02-29,37.586658,39.405534,37.485097,37.743603,20
1996-03-31,38.196022,39.135392,36.635672,38.393497,21
1996-04-30,38.578968,39.061205,36.872572,38.810814,21
1996-05-31,38.801534,40.619195,37.438284,39.691818,22
1996-06-30,39.701093,40.656287,39.283757,40.041996,20
1996-07-31,40.14454,40.396259,36.023799,38.242668,22
1996-08-31,38.279957,40.181826,38.22402,38.979153,22
1996-09-30,38.466397,41.531878,38.410459,41.157021,20
1996-10-31,41.20388,42.956237,41.044575,42.48769,23
1996-11-30,42.572045,45.992418,42.140983,45.58947,20
1996-12-31,45.533237,45.926806,43.106181,44.504551,21
1997-01-31,44.824704,48.026475,43.845341,47.254303,22
1997-02-28,47.442669,49.420199,46.482102,47.706299,19
1997-03-31,47.461457,49.297764,45.525732,45.601357,20
1997-04-30,45.525768,48.815407,44.353593,48.456192,22
1997-05-31,48.531814,51.764741,47.983538,51.518963,21
1997-06-30,51.632412,54.870218,50.866699,53.636539,21
1997-07-31,53.750401,58.324483,53.683972,57.887951,22
1997-08-31,58.00184,58.685096,54.262857,54.889175,21
1997-09-30,55.07898,58.643211,54.81324,57.52882,21
