Date,Open,High,Low,Close
2007-03-31,29.579782577287176,31.003070389469578,28.809826260479515,30.752241134643555
2007-04-30,30.89225033374716,32.49052085040409,30.74058996037089,31.96554183959961
2007-05-31,32.169692616059834,33.14966181738184,31.854703260044055,33.02716445922852
2007-06-30,33.231334964017506,34.08879225644605,32.09386553260737,33.248817443847656
2007-07-31,33.36549288645728,34.823763407134784,32.27469383269582,32.86383438110352
2007-08-31,32.636353519260894,37.62950709907774,29.3989630064198,32.79967498779297
2007-09-30,32.69468981711599,34.94627694212493,31.808044450562367,34.81794738769531
2007-10-31,34.98126996961319,37.16868848807122,34.415458806355794,37.03452682495117
2007-11-30,36.62619602509103,36.62619602509103,33.30715885656618,35.19709014892578
2007-12-31,34.99876945248247,36.24706512538152,33.16133925222147,34.48708724975586
2008-01-31,34.79894462887616,34.85190219327959,28.83828484989423,31.81569099426269
2008-02-29,32.20992135870549,33.01015517610384,30.04454456819069,31.74508285522461
2008-03-31,31.809784442987404,32.351130323457284,29.456119330257664,31.71564102172852
2008-04-30,32.533542573414515,33.94575042367745,31.939240765597656,33.59269714355469
2008-05-31,33.686826921545936,35.05197125867828,33.36319846554871,34.069305419921875
2008-06-30,34.12814957640829,34.12814957640829,30.744762003267606,31.21548843383789
2008-07-31,30.8918694152211,31.0624945131304,28.95008717800288,30.06806945800781
2008-08-31,30.297556399943623,30.297556399943623,27.708517037210616,28.53231430053711
2008-09-30,28.56761402537868,28.56761402537868,23.242445698490847,24.972389221191406
2008-10-31,25.078307625390057,25.30190684417272,16.01080894470215,19.28828430175781
2008-11-30,19.22945040898082,20.76521903368214,15.086999893188477,17.98200798034668
2008-12-31,17.458318031610265,19.75314713623624,16.287363014184784,19.508129119873047
2009-01-31,19.49002571386849,20.05740012504431,16.073683411203223,16.973037719726562
2009-02-28,16.65313337377439,18.1138254720049,15.198479445534373,15.40973663330078
2009-03-31,14.957044598662604,17.914643573674894,14.075796610870654,16.973037719726562
